
      	X(nS)     	Ch1(mV)      
 765  	44.8094   	-4.040710   
 766  	44.8680   	-2.962585   
 767  	44.9267   	-3.321960   
 768  	44.9853   	-3.537537   
 769  	45.0440   	-3.537537   
 770  	45.1026   	-3.321960   
 771  	45.1613   	-2.890686   
 772  	45.2199   	-1.812561   
 773  	45.2786   	-2.675049   
 774  	45.3372   	-3.321960   
 775  	45.3959   	-3.034424   
 776  	45.4545   	-3.825073   
 777  	45.5132   	-3.609436   
 778  	45.5718   	-4.184448   
 779  	45.6305   	-3.465698   
 780  	45.6891   	-3.968811   
 781  	45.7478   	-3.250061   
 782  	45.8065   	-3.250061   
 783  	45.8651   	-3.321960   
 784  	45.9238   	-2.962585   
 785  	45.9824   	-4.328186   
 786  	46.0411   	-4.112549   
 787  	46.0997   	-3.609436   
 788  	46.1584   	-3.250061   
 789  	46.2170   	-3.393799   
 790  	46.2757   	-3.753174   
 791  	46.3343   	-3.465698   
 792  	46.3930   	-4.831299   
 793  	46.4516   	-4.615662   
 794  	46.5103   	-4.471924   
 795  	46.5689   	-5.334412   
 796  	46.6276   	-4.543823   
 797  	46.6862   	-4.256287   
 798  	46.7449   	-4.903198   
 799  	46.8035   	-5.118835   
 800  	46.8622   	-5.765686   
 801  	46.9208   	-6.484436   
 802  	46.9795   	-7.921936   
 803  	47.0381   	-8.065674   
 804  	47.0968   	-9.503174   
 805  	47.1554   	-16.331299  
 806  	47.2141   	-23.662535  
 807  	47.2727   	-29.196960  
 808  	47.3314   	-32.359436  
 809  	47.3900   	-33.006287  
 810  	47.4487   	-31.784424  
 811  	47.5073   	-30.706299  
 812  	47.5660   	-29.412537  
 813  	47.6246   	-26.968813  
 814  	47.6833   	-25.100037  
 815  	47.7419   	-22.368835  
 816  	47.8006   	-20.140686  
 817  	47.8592   	-19.134460  
 818  	47.9179   	-17.840698  
 819  	47.9765   	-16.690674  
 820  	48.0352   	-15.037538  
 821  	48.0938   	-14.175050  
 822  	48.1525   	-12.593811  
 823  	48.2111   	-12.665710  
 824  	48.2698   	-12.018799  
 825  	48.3284   	-10.940674  
 826  	48.3871   	-10.581299  
 827  	48.4457   	-9.718811   
 828  	48.5044   	-10.437561  
 829  	48.5630   	-10.365662  
 830  	48.6217   	-9.503174   
 831  	48.6804   	-9.287537   
 832  	48.7390   	-9.000061   
