
      	X(nS)     	Ch1(mV)      
 601  	35.1906   	0.861389    
 602  	35.2493   	1.265686    
 603  	35.3079   	1.331970    
 604  	35.3666   	0.700806    
 605  	35.4252   	-0.055603   
 606  	35.4839   	-0.513245   
 607  	35.5425   	-0.791199   
 608  	35.6012   	-0.738403   
 609  	35.6598   	-0.709167   
 610  	35.7185   	-0.561523   
 611  	35.7771   	-0.729431   
 612  	35.8358   	-1.252747   
 613  	35.8944   	-1.641907   
 614  	35.9531   	-1.983826   
 615  	36.0117   	-2.007996   
 616  	36.0704   	-2.015320   
 617  	36.1290   	-2.300537   
 618  	36.1877   	-2.552124   
 619  	36.2463   	-2.772766   
 620  	36.3050   	-3.127686   
 621  	36.3636   	-3.623474   
 622  	36.4223   	-3.973327   
 623  	36.4809   	-4.250732   
 624  	36.5396   	-4.393920   
 625  	36.5982   	-4.565186   
 626  	36.6569   	-4.876282   
 627  	36.7155   	-5.299072   
 628  	36.7742   	-5.607360   
 629  	36.8328   	-5.985291   
 630  	36.8915   	-6.476624   
 631  	36.9501   	-6.693909   
 632  	37.0088   	-6.966248   
 633  	37.0674   	-7.294189   
 634  	37.1261   	-7.637268   
 635  	37.1848   	-7.998352   
 636  	37.2434   	-8.377930   
 637  	37.3021   	-8.792296   
 638  	37.3607   	-9.196593   
 639  	37.4194   	-9.697510   
 640  	37.4780   	-10.056885  
 641  	37.5367   	-10.552123  
 642  	37.5953   	-10.925537  
 643  	37.6540   	-11.392761  
 644  	37.7126   	-11.803222  
 645  	37.7713   	-12.279967  
 646  	37.8299   	-12.725769  
 647  	37.8886   	-13.122252  
 648  	37.9472   	-13.495056  
 649  	38.0059   	-13.872985  
 650  	38.0645   	-14.272765  
 651  	38.1232   	-14.628784  
 652  	38.1818   	-15.065673  
 653  	38.2405   	-15.397522  
 654  	38.2991   	-15.759705  
 655  	38.3578   	-16.085388  
 656  	38.4164   	-16.374023  
 657  	38.4751   	-16.699705  
 658  	38.5337   	-16.977661  
 659  	38.5924   	-17.165771  
 660  	38.6510   	-17.410583  
 661  	38.7097   	-17.619446  
 662  	38.7683   	-17.822205  
 663  	38.8270   	-18.013121  
 664  	38.8856   	-18.244995  
 665  	38.9443   	-18.517881  
 666  	39.0029   	-18.636412  
 667  	39.0616   	-18.979492  
 668  	39.1202   	-19.138365  
 669  	39.1789   	-19.343933  
 670  	39.2375   	-19.568542  
 671  	39.2962   	-19.787537  
 672  	39.3548   	-20.086243  
 673  	39.4135   	-20.339478  
 674  	39.4721   	-20.615782  
 675  	39.5308   	-20.869566  
 676  	39.5894   	-21.248047  
 677  	39.6481   	-21.554077  
 678  	39.7067   	-21.903320  
 679  	39.7654   	-22.102110  
 680  	39.8240   	-22.347473  
 681  	39.8827   	-22.586731  
 682  	39.9413   	-22.731565  
 683  	40.0000   	-22.996031  
 684  	40.0587   	-23.118469  
 685  	40.1173   	-23.192566  
 686  	40.1760   	-23.298704  
 687  	40.2346   	-23.446411  
 688  	40.2933   	-23.534544  
 689  	40.3519   	-23.545776  
 690  	40.4106   	-23.693481  
 691  	40.4692   	-23.748472  
 692  	40.5279   	-23.820921  
 693  	40.5865   	-23.872007  
 694  	40.6452   	-23.919737  
 695  	40.7038   	-24.110107  
 696  	40.7625   	-24.311155  
 697  	40.8211   	-24.442566  
 698  	40.8798   	-24.605957  
 699  	40.9384   	-24.635130  
 700  	40.9971   	-24.765991  
 701  	41.0557   	-24.760925  
 702  	41.1144   	-24.777771  
 703  	41.1730   	-24.870972  
 704  	41.2317   	-24.906921  
 705  	41.2903   	-24.954102  
 706  	41.3490   	-25.093321  
 707  	41.4076   	-25.237669  
 708  	41.4663   	-25.254515  
 709  	41.5249   	-25.305052  
 710  	41.5836   	-25.362305  
 711  	41.6422   	-25.414001  
 712  	41.7009   	-25.403870  
 713  	41.7595   	-25.490356  
 714  	41.8182   	-25.406126  
 715  	41.8768   	-25.390928  
 716  	41.9355   	-25.450500  
 717  	41.9941   	-25.463377  
 718  	42.0528   	-25.532471  
 719  	42.1114   	-25.652649  
 720  	42.1701   	-25.597044  
 721  	42.2287   	-25.620054  
 722  	42.2874   	-25.699768  
 723  	42.3460   	-25.703184  
 724  	42.4047   	-25.676756  
 725  	42.4633   	-25.773926  
 726  	42.5220   	-25.720032  
 727  	42.5806   	-25.716064  
 728  	42.6393   	-25.752014  
 729  	42.6979   	-25.702574  
 730  	42.7566   	-25.752014  
 731  	42.8152   	-25.766600  
 732  	42.8739   	-25.863218  
 733  	42.9326   	-25.848570  
 734  	42.9912   	-25.794678  
 735  	43.0499   	-25.769957  
 736  	43.1085   	-25.760435  
 737  	43.1672   	-25.829529  
 738  	43.2258   	-25.869383  
 739  	43.2845   	-25.767761  
 740  	43.3431   	-25.759886  
 741  	43.4018   	-25.784605  
 742  	43.4604   	-25.799744  
 743  	43.5191   	-25.898010  
 744  	43.5777   	-26.038391  
 745  	43.6364   	-26.169250  
 746  	43.6950   	-26.305115  
 747  	43.7537   	-26.242798  
 748  	43.8123   	-26.042908  
 749  	43.8710   	-26.042295  
 750  	43.9296   	-25.901365  
 751  	43.9883   	-25.700928  
 752  	44.0469   	-25.435852  
 753  	44.1056   	-25.431395  
 754  	44.1642   	-25.352232  
 755  	44.2229   	-25.498777  
 756  	44.2815   	-26.018738  
 757  	44.3402   	-26.558897  
 758  	44.3988   	-26.690857  
 759  	44.4575   	-26.607788  
 760  	44.5161   	-26.460630  
 761  	44.5748   	-26.260740  
 762  	44.6334   	-26.055237  
 763  	44.6921   	-25.854185  
 764  	44.7507   	-25.759336  
 765  	44.8094   	-25.526855  
 766  	44.8680   	-25.383665  
 767  	44.9267   	-25.305601  
 768  	44.9853   	-25.466736  
 769  	45.0440   	-25.291563  
 770  	45.1026   	-24.096617  
 771  	45.1613   	-22.466553  
 772  	45.2199   	-21.182310  
 773  	45.2786   	-20.728638  
 774  	45.3372   	-20.534910  
 775  	45.3959   	-20.797119  
 776  	45.4545   	-21.447935  
 777  	45.5132   	-21.939270  
 778  	45.5718   	-22.233521  
 779  	45.6305   	-22.413208  
 780  	45.6891   	-23.030884  
 781  	45.7478   	-23.400940  
 782  	45.8065   	-23.624939  
 783  	45.8651   	-23.845640  
 784  	45.9238   	-23.996153  
 785  	45.9824   	-24.270691  
 786  	46.0411   	-24.416136  
 787  	46.0997   	-24.573914  
 788  	46.1584   	-24.837828  
 789  	46.2170   	-25.141050  
 790  	46.2757   	-25.239317  
 791  	46.3343   	-25.184326  
 792  	46.3930   	-25.287046  
 793  	46.4516   	-25.346617  
 794  	46.5103   	-25.524595  
 795  	46.5689   	-25.589170  
 796  	46.6276   	-25.683533  
 797  	46.6862   	-25.807615  
 798  	46.7449   	-25.862061  
 799  	46.8035   	-25.845215  
 800  	46.8622   	-25.726196  
 801  	46.9208   	-25.661070  
 802  	46.9795   	-25.668884  
 803  	47.0381   	-25.553772  
 804  	47.0968   	-25.500425  
 805  	47.1554   	-25.497620  
 806  	47.2141   	-25.466736  
 807  	47.2727   	-25.434204  
 808  	47.3314   	-25.432493  
 809  	47.3900   	-25.351624  
 810  	47.4487   	-25.251160  
 811  	47.5073   	-25.061888  
 812  	47.5660   	-24.734558  
 813  	47.6246   	-24.409971  
 814  	47.6833   	-24.077576  
 815  	47.7419   	-24.078125  
 816  	47.8006   	-24.196592  
 817  	47.8592   	-24.422302  
 818  	47.9179   	-24.754759  
 819  	47.9765   	-25.050657  
 820  	48.0352   	-25.226440  
 821  	48.0938   	-25.367920  
 822  	48.1525   	-25.479124  
 823  	48.2111   	-25.376892  
 824  	48.2698   	-25.379148  
 825  	48.3284   	-25.415648  
 826  	48.3871   	-25.307310  
 827  	48.4457   	-25.248899  
 828  	48.5044   	-25.325806  
 829  	48.5630   	-25.328062  
 830  	48.6217   	-25.425779  
 831  	48.6804   	-25.409483  
 832  	48.7390   	-25.434753  
 833  	48.7977   	-25.323545  
 834  	48.8563   	-25.318542  
 835  	48.9150   	-25.375793  
 836  	48.9736   	-25.239929  
 837  	49.0323   	-25.184875  
 838  	49.0909   	-25.134886  
 839  	49.1496   	-25.114134  
 840  	49.2082   	-25.065247  
 841  	49.2669   	-25.035521  
