
      	X(nS)     	Ch1(mV)      
 625  	36.5982   	-21.775330  
 626  	36.6569   	-21.782593  
 627  	36.7155   	-21.652893  
 628  	36.7742   	-21.687134  
 629  	36.8328   	-21.709595  
 630  	36.8915   	-21.721985  
 631  	36.9501   	-21.778685  
 632  	37.0088   	-21.736572  
 633  	37.0674   	-21.731506  
 634  	37.1261   	-21.768005  
 635  	37.1848   	-21.764648  
 636  	37.2434   	-21.802794  
 637  	37.3021   	-21.849974  
 638  	37.3607   	-21.806213  
 639  	37.4194   	-21.844908  
 640  	37.4780   	-21.907288  
 641  	37.5367   	-21.939270  
 642  	37.5953   	-21.889280  
 643  	37.6540   	-21.907837  
 644  	37.7126   	-21.860106  
 645  	37.7713   	-21.791565  
 646  	37.8299   	-21.689941  
 647  	37.8886   	-21.655151  
 648  	37.9472   	-21.623106  
 649  	38.0059   	-21.487791  
 650  	38.0645   	-21.504089  
 651  	38.1232   	-21.511963  
 652  	38.1818   	-21.564756  
 653  	38.2405   	-21.477722  
 654  	38.2991   	-21.444031  
 655  	38.3578   	-21.442869  
 656  	38.4164   	-21.470398  
 657  	38.4751   	-21.542297  
 658  	38.5337   	-21.424376  
 659  	38.5924   	-21.499573  
 660  	38.6510   	-21.447935  
 661  	38.7097   	-21.429382  
 662  	38.7683   	-21.471495  
 663  	38.8270   	-21.494566  
 664  	38.8856   	-21.446226  
 665  	38.9443   	-21.484983  
 666  	39.0029   	-21.557981  
 667  	39.0616   	-21.511414  
 668  	39.1202   	-21.565855  
 669  	39.1789   	-21.511963  
 670  	39.2375   	-21.504639  
 671  	39.2962   	-21.446226  
 672  	39.3548   	-21.437256  
 673  	39.4135   	-21.380003  
 674  	39.4721   	-21.423767  
 675  	39.5308   	-21.396851  
 676  	39.5894   	-21.369322  
 677  	39.6481   	-21.419310  
 678  	39.7067   	-21.445677  
 679  	39.7654   	-21.409178  
 680  	39.8240   	-21.290161  
 681  	39.8827   	-21.412537  
 682  	39.9413   	-21.364258  
 683  	40.0000   	-21.363159  
 684  	40.0587   	-21.335083  
 685  	40.1173   	-21.331726  
 686  	40.1760   	-21.319336  
 687  	40.2346   	-21.345154  
 688  	40.2933   	-21.458616  
 689  	40.3519   	-21.375486  
 690  	40.4106   	-21.383911  
 691  	40.4692   	-21.432190  
 692  	40.5279   	-21.405273  
 693  	40.5865   	-21.403563  
 694  	40.6452   	-21.494566  
 695  	40.7038   	-21.439514  
 696  	40.7625   	-21.387877  
 697  	40.8211   	-21.327209  
 698  	40.8798   	-21.265440  
 699  	40.9384   	-21.339539  
 700  	40.9971   	-21.281738  
 701  	41.0557   	-21.292419  
 702  	41.1144   	-21.159300  
 703  	41.1730   	-21.079590  
 704  	41.2317   	-21.123352  
 705  	41.2903   	-21.141357  
 706  	41.3490   	-21.173340  
 707  	41.4076   	-21.172791  
 708  	41.4663   	-21.181213  
 709  	41.5249   	-21.251953  
 710  	41.5836   	-21.326660  
 711  	41.6422   	-21.316528  
 712  	41.7009   	-21.386719  
 713  	41.7595   	-21.400208  
 714  	41.8182   	-21.367613  
 715  	41.8768   	-21.318787  
 716  	41.9355   	-21.263182  
 717  	41.9941   	-21.167725  
 718  	42.0528   	-21.213196  
 719  	42.1114   	-21.130676  
 720  	42.1701   	-21.185118  
 721  	42.2287   	-21.180664  
 722  	42.2874   	-21.159300  
 723  	42.3460   	-21.100342  
 724  	42.4047   	-21.134583  
 725  	42.4633   	-21.259825  
 726  	42.5220   	-21.186279  
 727  	42.5806   	-21.265989  
 728  	42.6393   	-21.277222  
 729  	42.6979   	-21.312071  
 730  	42.7566   	-21.287354  
 731  	42.8152   	-21.298584  
 732  	42.8739   	-21.335083  
 733  	42.9326   	-21.302488  
 734  	42.9912   	-21.243530  
 735  	43.0499   	-21.234556  
 736  	43.1085   	-21.243530  
 737  	43.1672   	-21.259277  
 738  	43.2258   	-21.325499  
 739  	43.2845   	-21.274963  
 740  	43.3431   	-21.282288  
 741  	43.4018   	-21.351929  
 742  	43.4604   	-21.357544  
 743  	43.5191   	-21.418760  
 744  	43.5777   	-21.410339  
 745  	43.6364   	-21.365417  
 746  	43.6950   	-21.388428  
 747  	43.7537   	-21.361450  
 748  	43.8123   	-21.363159  
 749  	43.8710   	-21.450743  
 750  	43.9296   	-21.478819  
 751  	43.9883   	-21.494566  
 752  	44.0469   	-21.375486  
 753  	44.1056   	-21.449646  
 754  	44.1642   	-21.450193  
 755  	44.2229   	-21.495667  
 756  	44.2815   	-21.474915  
 757  	44.3402   	-21.487791  
 758  	44.3988   	-21.444580  
 759  	44.4575   	-21.450193  
 760  	44.5161   	-21.502380  
 761  	44.5748   	-21.551817  
 762  	44.6334   	-21.597288  
 763  	44.6921   	-21.607422  
 764  	44.7507   	-21.624815  
 765  	44.8094   	-21.594481  
 766  	44.8680   	-21.549011  
 767  	44.9267   	-21.468140  
 768  	44.9853   	-21.506897  
 769  	45.0440   	-21.469849  
 770  	45.1026   	-21.496216  
 771  	45.1613   	-21.585510  
 772  	45.2199   	-21.674803  
 773  	45.2786   	-21.714109  
 774  	45.3372   	-21.733765  
 775  	45.3959   	-21.768553  
 776  	45.4545   	-21.807312  
 777  	45.5132   	-21.848328  
 778  	45.5718   	-21.761841  
 779  	45.6305   	-21.830872  
 780  	45.6891   	-21.839905  
 781  	45.7478   	-21.834290  
 782  	45.8065   	-21.782593  
 783  	45.8651   	-21.864563  
 784  	45.9238   	-21.853333  
 785  	45.9824   	-21.865723  
 786  	46.0411   	-21.801147  
 787  	46.0997   	-21.770813  
 788  	46.1584   	-21.761292  
 789  	46.2170   	-21.784300  
 790  	46.2757   	-21.803955  
 791  	46.3343   	-21.737669  
 792  	46.3930   	-21.783751  
 793  	46.4516   	-21.816833  
 794  	46.5103   	-21.833679  
 795  	46.5689   	-21.805052  
 796  	46.6276   	-21.772522  
 797  	46.6862   	-21.803406  
 798  	46.7449   	-21.765747  
 799  	46.8035   	-21.809570  
 800  	46.8622   	-21.813475  
 801  	46.9208   	-21.816282  
 802  	46.9795   	-21.817991  
 803  	47.0381   	-21.857847  
 804  	47.0968   	-21.818541  
 805  	47.1554   	-21.793274  
 806  	47.2141   	-21.791016  
 807  	47.2727   	-21.782593  
 808  	47.3314   	-21.660217  
 809  	47.3900   	-21.463074  
 810  	47.4487   	-21.327759  
 811  	47.5073   	-21.067810  
 812  	47.5660   	-20.855530  
 813  	47.6246   	-20.516357  
 814  	47.6833   	-20.063231  
 815  	47.7419   	-19.944151  
 816  	47.8006   	-20.087952  
 817  	47.8592   	-20.254150  
 818  	47.9179   	-20.465269  
 819  	47.9765   	-20.546143  
 820  	48.0352   	-20.620239  
 821  	48.0938   	-20.603392  
 822  	48.1525   	-20.667419  
 823  	48.2111   	-20.711243  
 824  	48.2698   	-20.848206  
 825  	48.3284   	-20.929075  
 826  	48.3871   	-20.959412  
 827  	48.4457   	-20.994202  
 828  	48.5044   	-20.975157  
 829  	48.5630   	-21.043091  
 830  	48.6217   	-21.004881  
 831  	48.6804   	-21.082396  
 832  	48.7390   	-21.069458  
